date_insert,central_govt_scheme,state_govt_scheme,scheme_e,scheme_c,scheme_g,scheme_t_ii_e,scheme_t_ii_c,scheme_t_ii_g,nps_lite,corporate_cg
29-Mar-12,14.5367,12.4087,10.6244,13.6925,13.0306,9.8046,12.8983,12.457,11.657,NA
30-Mar-12,14.6091,12.4795,10.8268,13.7568,13.025,9.9957,12.9533,12.4419,11.6861,NA
2-Apr-12,14.6248,12.4935,10.8454,13.7667,13.0339,10.0093,12.9627,12.4506,11.6973,NA
3-Apr-12,14.5158,12.3878,10.9312,13.7023,12.8581,10.0894,12.934,12.282,11.6116,NA
4-Apr-12,14.5293,12.4064,10.8476,13.7448,12.8773,10.0093,12.9397,12.2843,11.6189,NA
9-Apr-12,14.5609,12.4357,10.7314,13.7797,12.9417,9.9013,12.9704,12.3785,11.6454,NA
10-Apr-12,14.5864,12.4542,10.7455,13.7991,12.9837,9.9175,12.9925,12.4127,11.6614,NA
11-Apr-12,14.5907,12.446,10.7247,13.7719,13.008,9.8977,13.002,12.4434,11.6667,NA
12-Apr-12,14.6627,12.5156,10.8176,13.8177,13.0865,9.9853,13.0294,12.5131,11.6997,NA
13-Apr-12,14.6783,12.5229,10.6388,13.8723,13.077,9.8164,13.0551,12.5014,11.727,NA
16-Apr-12,14.6916,12.5354,10.6894,13.831,13.0988,9.8661,13.043,12.516,11.7391,NA
17-Apr-12,14.7801,12.6104,10.8212,13.9403,13.176,9.9892,13.1026,12.5916,11.8521,NA
18-Apr-12,14.7879,12.6034,10.8008,13.9028,13.1887,9.9678,13.124,12.6004,11.8109,NA
19-Apr-12,14.7744,12.6006,10.8656,13.942,13.1607,10.0282,13.0611,12.5769,11.8462,NA
20-Apr-12,14.7312,12.5669,10.7758,13.9262,13.085,9.9431,13.0984,12.508,11.8057,NA
23-Apr-12,14.7102,12.5499,10.6158,13.9517,13.0912,9.795,13.1122,12.5111,11.7929,NA
24-Apr-12,14.7048,12.5496,10.6714,13.9439,13.0953,9.8511,13.1043,12.5163,11.7877,NA
25-Apr-12,14.6713,12.5162,10.6173,13.918,13.0646,9.7989,13.083,12.487,11.7638,NA
26-Apr-12,14.6615,12.5107,10.6496,13.9134,13.0672,9.8298,13.0762,12.4843,11.7542,NA
27-Apr-12,14.6407,12.4842,10.6007,13.8847,13.0375,9.7843,13.0881,12.4613,11.7473,NA
30-Apr-12,14.6706,12.5201,10.6642,13.9293,13.0358,9.8505,13.0969,12.4589,11.7631,NA
2-May-12,14.6648,12.5158,10.6801,13.9282,13.043,9.8649,13.101,12.4592,11.7574,NA
3-May-12,14.6586,12.5069,10.596,13.9461,13.0517,9.7796,13.1164,12.464,11.7578,NA
4-May-12,14.6037,12.4516,10.4045,13.9105,13.0299,9.5905,13.1274,12.4438,11.7337,NA
7-May-12,14.6352,12.4808,10.4803,13.9306,13.0548,9.6648,13.1412,12.4574,11.751,NA
8-May-12,14.6702,12.5106,10.2892,13.9686,13.1144,9.4801,13.1437,12.5199,11.7837,NA
9-May-12,14.6527,12.4955,10.2041,13.9846,13.1046,9.4016,13.1486,12.5029,11.7707,NA
10-May-12,14.6347,12.4826,10.1859,13.9546,13.0948,9.3852,13.1374,12.464,11.7619,NA
11-May-12,14.605,12.4571,10.1624,13.9113,13.0914,9.3634,13.125,12.4607,11.7446,NA
14-May-12,14.6443,12.4919,9.9551,13.9858,13.1213,9.1719,13.1485,12.4833,11.7675,NA
15-May-12,14.6566,12.4997,10.0851,13.9683,13.1393,9.2922,13.161,12.5064,11.7857,NA
16-May-12,14.6555,12.5048,9.9876,13.9982,13.1434,9.2015,13.1555,12.5153,11.7971,NA
17-May-12,14.66,12.5034,9.9878,13.9998,13.1527,9.2031,13.1707,12.5282,11.8038,NA
18-May-12,14.6643,12.5056,10.0097,14.0081,13.1641,9.2232,13.1735,12.5303,11.8055,NA
21-May-12,14.6852,12.5225,10.0409,14.0173,13.1695,9.2519,13.1825,12.5337,11.8171,NA
22-May-12,14.6645,12.516,9.961,13.9826,13.1816,9.1755,13.1709,12.5495,11.8147,NA
23-May-12,14.6737,12.5242,9.9334,14.0163,13.193,9.1501,13.1717,12.5595,11.8204,NA
24-May-12,14.6993,12.5468,10.0851,14.0184,13.2034,9.2937,13.1786,12.5683,11.8324,NA
25-May-12,14.694,12.548,10.1464,13.9779,13.2005,9.3498,13.1531,12.5595,11.8306,NA
28-May-12,14.7377,12.5854,10.1548,14.0307,13.2224,9.3573,13.1749,12.5806,11.8564,NA
29-May-12,14.7429,12.5906,10.2369,14.0345,13.2199,9.4347,13.1782,12.5835,11.8623,NA
30-May-12,14.7515,12.5973,10.1061,14.0335,13.2441,9.311,13.1769,12.6171,11.8734,NA
31-May-12,14.8056,12.649,10.1529,14.0625,13.338,9.3551,13.207,12.725,11.9336,NA
1-Jun-12,14.7899,12.6359,9.9875,14.0384,13.3565,9.2009,13.2193,12.7384,11.9325,NA
4-Jun-12,14.8493,12.7016,9.9878,14.0874,13.4071,9.2018,13.2241,12.786,11.9757,NA
5-Jun-12,14.8966,12.7363,10.0105,14.0934,13.447,9.2227,13.2275,12.84,12.0053,NA
6-Jun-12,14.9342,12.7576,10.281,14.1103,13.4455,9.4717,13.2502,12.8485,12.0237,NA
7-Jun-12,14.9598,12.7829,10.3444,14.1199,13.4666,9.5288,13.2595,12.8668,12.0442,NA
8-Jun-12,14.9704,12.801,10.3807,14.1108,13.46,9.5614,13.2621,12.8519,12.057,NA
11-Jun-12,14.9859,12.8085,10.3809,14.1501,13.4752,9.5617,13.2809,12.8656,12.068,NA
12-Jun-12,15.0385,12.8567,10.4778,14.1636,13.529,9.6517,13.293,12.9163,12.1072,NA
13-Jun-12,15.0274,12.8338,10.4849,14.1288,13.534,9.6576,13.2562,12.934,12.1128,NA
14-Jun-12,14.9797,12.8028,10.3893,14.097,13.5093,9.569,13.2848,12.9044,12.0842,NA
15-Jun-12,15.0184,12.8387,10.5385,14.1666,13.4991,9.7078,13.2966,12.8871,12.0938,NA
18-Jun-12,14.9342,12.7592,10.3836,14.099,13.4308,9.5637,13.2703,12.816,12.023,NA
19-Jun-12,14.9616,12.7893,10.4821,14.1269,13.4398,9.6562,13.2768,12.824,12.0527,NA
20-Jun-12,14.9657,12.7783,10.5307,14.1229,13.4393,9.701,13.2786,12.8276,12.0474,NA
21-Jun-12,15.0212,12.8331,10.5961,14.1448,13.4932,9.7618,13.2835,12.8874,12.0802,NA
22-Jun-12,15.003,12.8184,10.5493,14.0885,13.5067,9.7177,13.2864,12.909,12.1027,NA
25-Jun-12,15.0331,12.8529,10.5083,14.1826,13.5196,9.6793,13.3231,12.9175,12.1227,NA
26-Jun-12,15.0358,12.851,10.4972,14.1808,13.5263,9.6693,13.321,12.92,12.1229,NA
27-Jun-12,15.0179,12.8292,10.5677,14.1408,13.5182,9.7346,13.3171,12.911,12.1165,NA
28-Jun-12,15.0338,12.8381,10.5735,14.1606,13.5181,9.7401,13.3176,12.9073,12.1087,NA
29-Jun-12,15.0588,12.8612,10.846,14.1585,13.5035,10.0034,13.2809,12.8998,12.1305,NA
2-Jul-12,15.0755,12.878,10.8254,14.1751,13.4942,9.9839,13.3291,12.8916,12.1389,NA
3-Jul-12,15.0933,12.8977,10.8145,14.18,13.5152,9.9735,13.3338,12.9144,12.1573,NA
4-Jul-12,15.1195,12.9223,10.8587,14.1948,13.5432,10.0144,13.3405,12.9401,12.1799,NA
5-Jul-12,15.1184,12.9131,10.8981,14.1961,13.5324,10.0507,13.3559,12.9305,12.1708,NA
6-Jul-12,15.1313,12.9344,10.8637,14.2044,13.5484,10.0188,13.35,12.9501,12.1923,NA
9-Jul-12,15.1367,12.9396,10.7579,14.2087,13.5716,9.9211,13.3589,12.9782,12.1983,NA
10-Jul-12,15.1524,12.955,10.8773,14.2131,13.5713,10.0317,13.3623,12.9753,12.2079,NA
11-Jul-12,15.1371,12.9388,10.807,14.1858,13.5865,9.9664,13.3656,12.9887,12.2085,NA
12-Jul-12,15.1596,12.9572,10.6995,14.2133,13.6086,9.8673,13.3765,13.0055,12.2206,NA
13-Jul-12,15.1575,12.9555,10.6613,14.2301,13.6095,9.8324,13.3782,13.0094,12.2182,NA
16-Jul-12,15.2008,12.9926,10.6817,14.2647,13.6586,9.8512,13.4112,13.0549,12.2553,NA
17-Jul-12,15.1795,12.9707,10.619,14.2521,13.6503,9.7937,13.3552,13.0511,12.2435,NA
18-Jul-12,15.2073,12.9962,10.7264,14.2618,13.6667,9.893,13.4448,13.0662,12.2744,NA
19-Jul-12,15.2243,13.0172,10.7843,14.2935,13.6644,9.9464,13.4464,13.0693,12.2777,NA
20-Jul-12,15.2281,13.022,10.7126,14.3047,13.6747,9.8794,13.4497,13.0775,12.2803,NA
23-Jul-12,15.2339,13.0309,10.5279,14.3237,13.7094,9.7083,13.4676,13.1113,12.2912,NA
24-Jul-12,15.2358,13.0319,10.5471,14.3324,13.6992,9.7265,13.4749,13.1011,12.2945,NA
25-Jul-12,15.2211,13.0189,10.5505,14.3354,13.6824,9.7296,13.4833,13.0829,12.281,NA
26-Jul-12,15.2086,13.0166,10.4122,14.3525,13.6881,9.6045,13.4925,13.0898,12.2811,NA
27-Jul-12,15.1968,13.0049,10.4691,14.3259,13.6892,9.6587,13.4933,13.0923,12.2819,NA
30-Jul-12,15.231,13.0219,10.64,14.3523,13.6803,9.8262,13.4957,13.0819,12.2843,NA
31-Jul-12,15.1869,12.9896,10.716,14.369,13.6006,9.8987,13.4815,12.9929,12.2503,NA
1-Aug-12,15.1983,12.9967,10.7182,14.3661,13.6048,9.8981,13.4861,13.0012,12.2547,NA
2-Aug-12,15.211,13.0107,10.7169,14.3939,13.6161,9.9002,13.5052,13.0106,12.2684,NA
3-Aug-12,15.2034,13.0029,10.6951,14.4192,13.6132,9.8802,13.507,13.0046,12.2622,NA
6-Aug-12,15.2315,13.0315,10.7846,14.3847,13.6332,9.9571,13.5175,13.0186,12.2815,NA
7-Aug-12,15.2684,13.0513,10.873,14.437,13.6722,10.0354,13.5401,13.0571,12.302,NA
8-Aug-12,15.2637,13.055,10.8915,14.402,13.6834,10.0544,13.55,13.0697,12.3143,NA
9-Aug-12,15.2807,13.0757,10.8726,14.4495,13.6813,10.0382,13.5512,13.0663,12.3249,NA
10-Aug-12,15.2717,13.0673,10.8604,14.4416,13.6719,10.026,13.546,13.0598,12.3161,NA
13-Aug-12,15.2559,13.0499,10.9255,14.4114,13.6632,10.0881,13.5445,13.0509,12.3111,NA
14-Aug-12,15.2838,13.0769,10.9918,14.4367,13.6644,10.1497,13.552,13.0563,12.3189,NA
16-Aug-12,15.2574,13.0553,10.9631,14.4332,13.6514,10.1237,13.5545,13.0456,12.3105,NA
17-Aug-12,15.2834,13.0817,10.9358,14.4461,13.6628,10.0941,13.562,13.0579,12.3196,NA
21-Aug-12,15.2969,13.0906,11.0525,14.4884,13.6704,10.2029,13.5192,13.0634,12.336,NA
22-Aug-12,15.3134,13.1042,11.0439,14.4685,13.6834,10.1957,13.5789,13.0757,12.3427,NA
23-Aug-12,15.3099,13.101,11.0622,14.4573,13.6818,10.214,13.5723,13.075,12.3396,NA
24-Aug-12,15.3171,13.1109,10.994,14.5145,13.6919,10.1507,13.59,13.0872,12.3541,NA
27-Aug-12,15.3048,13.0981,10.9373,14.4815,13.7142,10.1032,13.5952,13.1106,12.3499,NA
28-Aug-12,15.3315,13.1219,10.9019,14.5561,13.7253,10.063,13.6055,13.1158,12.3589,NA
29-Aug-12,15.3237,13.1177,10.8123,14.5703,13.7262,9.9771,13.6098,13.1165,12.3617,NA
30-Aug-12,15.3109,13.1013,10.8654,14.546,13.7206,10.0176,13.5489,13.1136,12.3472,NA
31-Aug-12,15.3003,13.0983,10.7486,14.5721,13.7059,9.9153,13.6132,13.0982,12.3424,NA
3-Sep-12,15.3201,13.1136,10.7309,14.571,13.7265,9.8925,13.6204,13.1185,12.3507,NA
4-Sep-12,15.3276,13.1153,10.7846,14.588,13.7332,9.9441,13.61,13.1214,12.3705,NA
5-Sep-12,15.3017,13.0865,10.699,14.4997,13.7532,9.8747,13.625,13.1387,12.3429,NA
6-Sep-12,15.3418,13.1295,10.7233,14.5713,13.7688,9.892,13.6847,13.1539,12.3905,NA
9-Sep-12,15.3829,13.1631,10.9725,14.6048,13.7581,10.1346,13.6926,13.1468,12.4048,NA
10-Sep-12,15.4013,13.1771,11.0005,14.6286,13.7726,10.1536,13.6947,13.1577,12.4172,NA
11-Sep-12,15.4127,13.1884,11.0182,14.6491,13.7786,10.1578,13.7178,13.1688,12.4305,NA
12-Sep-12,15.4041,13.1822,11.104,14.5556,13.7664,10.2366,13.6952,13.158,12.422,NA
13-Sep-12,15.4304,13.2066,11.1035,14.6356,13.7882,10.2356,13.7105,13.1749,12.4316,NA
14-Sep-12,15.4575,13.2157,11.4088,14.6245,13.7904,10.5133,13.6925,13.178,12.4327,NA
17-Sep-12,15.5014,13.2774,11.4981,14.7675,13.8004,10.6094,13.768,13.1913,12.4939,NA
18-Sep-12,15.4998,13.2746,11.4485,14.7349,13.8185,10.5557,13.7874,13.1981,12.5061,NA
19-Sep-12,15.5032,13.2774,11.4485,14.7386,13.8217,10.5557,13.7905,13.2011,12.5088,NA
20-Sep-12,15.525,13.3003,11.3567,14.7946,13.832,10.474,13.7961,13.2131,12.5163,NA
21-Sep-12,15.561,13.3356,11.6385,14.7733,13.8271,10.7281,13.8078,13.2135,12.5318,NA
24-Sep-12,15.5874,13.3608,11.5947,14.8572,13.845,10.689,13.8365,13.23,12.5629,NA
25-Sep-12,15.5873,13.3615,11.6054,14.8818,13.8325,10.6994,13.8625,13.2182,12.5629,NA
26-Sep-12,15.5873,13.3601,11.5952,14.8877,13.8328,10.6947,13.861,13.2133,12.5582,NA
27-Sep-12,15.5944,13.3621,11.5622,14.8726,13.8442,10.6605,13.8693,13.2242,12.5576,NA
28-Sep-12,15.6573,13.4187,11.6573,14.9004,13.908,10.7424,13.887,13.2974,12.6079,NA
1-Oct-12,15.6538,13.3662,11.7005,14.9364,13.9351,10.7875,13.8958,13.321,12.6162,NA
3-Oct-12,15.6628,13.3666,11.7439,14.9289,13.9597,10.8349,13.9121,13.3464,12.6359,NA
4-Oct-12,15.6911,13.3867,11.8476,14.9315,13.9724,10.9248,13.9187,13.3639,12.6501,NA
5-Oct-12,15.6856,13.3836,11.7556,14.9381,13.9648,10.8656,13.9193,13.354,12.6518,NA
8-Oct-12,15.7082,13.4104,11.6215,14.9707,13.9868,10.7167,13.9355,13.3733,12.6652,NA
9-Oct-12,15.6948,13.3941,11.6641,14.9323,13.9967,10.7484,13.8753,13.3808,12.6614,NA
10-Oct-12,15.7035,13.4027,11.5647,14.981,13.9895,10.6601,13.9227,13.3767,12.6482,NA
11-Oct-12,15.7189,13.4114,11.7534,14.9842,13.9874,10.8682,13.9258,13.3746,12.6551,NA
12-Oct-12,15.7041,13.4031,11.6566,14.9673,13.9988,10.7681,13.9593,13.3842,12.6617,NA
15-Oct-12,15.7484,13.4457,11.6655,14.9999,14.0153,10.7716,13.9755,13.3984,12.689,NA
16-Oct-12,15.753,13.4459,11.5618,15.0051,14.0429,10.6656,13.9647,13.4214,12.6801,NA
17-Oct-12,15.7548,13.4562,11.5785,15.0055,14.0627,10.6775,14.0047,13.443,12.7075,NA
18-Oct-12,15.8071,13.5076,11.6993,15.023,14.089,10.7902,14.0128,13.4681,12.7466,NA
19-Oct-12,15.8018,13.5021,11.6249,15.0334,14.1047,10.7214,14.0127,13.4798,12.7345,NA
22-Oct-12,15.8008,13.502,11.6996,15.0159,14.1063,10.7904,14.0152,13.48,12.7441,NA
23-Oct-12,15.8075,13.508,11.6485,15.0308,14.1029,10.7448,14.0071,13.4767,12.742,NA
25-Oct-12,15.8091,13.4983,11.6863,15.0179,14.1183,10.7827,13.9836,13.49,12.7279,NA
29-Oct-12,15.8188,13.5167,11.6133,15.0355,14.1222,10.7214,14.0191,13.4922,12.7473,NA
30-Oct-12,15.7876,13.4987,11.4798,15.0386,14.0921,10.6031,14.0178,13.4617,12.7259,NA
31-Oct-12,15.7525,13.4631,11.5066,15.0022,14.0552,10.6184,13.9956,13.4311,12.6994,NA
1-Nov-12,15.772,13.4797,11.5859,14.9931,14.0658,10.7009,13.9862,13.4404,12.7074,NA
2-Nov-12,15.7851,13.4886,11.6864,14.9928,14.068,10.7861,13.9913,13.4395,12.7147,NA
5-Nov-12,15.7851,13.4912,11.6851,15.0162,14.0807,10.7792,14.004,13.4516,12.7253,10.0032
6-Nov-12,15.7921,13.491,11.7287,15.0125,14.1006,10.8205,13.9842,13.4711,12.7189,10.0176
7-Nov-12,15.8092,13.5105,11.7972,15.0204,14.1029,10.8805,14.0124,13.4733,12.7414,10.0387
8-Nov-12,15.8082,13.5072,11.7436,15.0288,14.1075,10.8336,14.024,13.4805,12.7366,10.0599
9-Nov-12,15.7758,13.4827,11.6472,15.0246,14.0989,10.7491,14.0353,13.4694,12.7289,10.0542
12-Nov-12,15.7929,13.5038,11.6642,15.0415,14.1088,10.7692,13.9919,13.4803,12.7404,10.0726
13-Nov-12,15.7964,13.5068,11.6642,15.0453,14.1119,10.7692,13.9952,13.4834,12.7431,10.0746
14-Nov-12,15.7999,13.5097,11.6642,15.049,14.1151,10.7692,13.9984,13.4864,12.7459,10.0766
15-Nov-12,15.8109,13.5179,11.5298,15.0623,14.1305,10.6425,14.056,13.4948,12.7475,10.0808
16-Nov-12,15.8033,13.5135,11.427,15.0571,14.1335,10.5529,14.04,13.4995,12.7466,10.0761
19-Nov-12,15.8166,13.5263,11.4315,15.0763,14.1515,10.5591,14.0583,13.5179,12.7535,10.0815
20-Nov-12,15.817,13.5313,11.4158,15.0652,14.1497,10.541,14.0728,13.5168,12.7582,10.0832
21-Nov-12,15.8252,13.5377,11.4956,15.0865,14.1471,10.6131,14.0782,13.5136,12.7619,10.0833
22-Nov-12,15.8152,13.5192,11.5385,15.0712,14.1334,10.6543,14.0524,13.4986,12.7385,10.0644
23-Nov-12,15.7949,13.506,11.5232,15.0742,14.1077,10.639,14.0677,13.4747,12.7346,10.0517
26-Nov-12,15.8223,13.5321,11.5488,15.0955,14.122,10.6586,14.0835,13.4817,12.7543,10.0705
27-Nov-12,15.8434,13.5455,11.7331,15.1039,14.1348,10.8264,14.0902,13.4944,12.7714,10.0735
28-Nov-12,15.8469,13.5484,11.7331,15.1076,14.138,10.8264,14.0934,13.4975,12.7741,10.0757
29-Nov-12,15.8679,13.5595,11.93,15.1092,14.1301,11,14.086,13.4962,12.7861,10.0814
30-Nov-12,15.9113,13.5998,12.0298,15.1309,14.1665,11.0853,14.1126,13.5312,12.8249,10.1148
3-Dec-12,15.9277,13.6149,12.0232,15.1572,14.1795,11.081,14.1345,13.5432,12.8368,10.129
4-Dec-12,15.9341,13.6136,12.0666,15.1568,14.1903,11.1197,14.1343,13.5525,12.8363,10.1419
5-Dec-12,15.9526,13.6342,12.081,15.1553,14.2129,11.1315,14.138,13.5689,12.85,10.1522
6-Dec-12,15.959,13.6401,12.1451,15.1728,14.217,11.1911,14.1625,13.5763,12.8588,10.1684
7-Dec-12,15.9707,13.6496,12.1402,15.171,14.234,11.1885,14.1466,13.5961,12.8661,10.1714
10-Dec-12,15.9827,13.6622,12.1004,15.1838,14.2436,11.1511,14.158,13.605,12.8789,10.1751
11-Dec-12,15.9693,13.6497,12.0781,15.1703,14.2453,11.1318,14.1584,13.6048,12.8745,10.1738
12-Dec-12,15.9791,13.6582,12.0535,15.1787,14.243,11.1085,14.1548,13.6057,12.873,10.177
13-Dec-12,15.9798,13.6584,11.9803,15.1823,14.2617,11.0399,14.1573,13.6233,12.8745,10.1803
14-Dec-12,15.9911,13.668,12.0444,15.1737,14.2754,11.1001,14.106,13.6381,12.89,10.185
17-Dec-12,16.0007,13.6774,12.0015,15.1792,14.2864,11.0607,14.1718,13.6475,12.8995,10.1886
18-Dec-12,16.0221,13.6938,12.0789,15.1898,14.2808,11.1319,14.1628,13.6432,12.9005,10.1884
19-Dec-12,16.0237,13.6902,12.1445,15.1919,14.2806,11.1913,14.162,13.643,12.903,10.1893
20-Dec-12,16.0293,13.698,12.1193,15.1915,14.2854,11.1694,14.1525,13.6457,12.906,10.1834
21-Dec-12,16.0115,13.6826,11.9807,15.1979,14.2937,11.0441,14.1695,13.6531,12.8919,10.186
24-Dec-12,16.02,13.6904,11.9932,15.2042,14.3084,11.0559,14.1357,13.6665,12.9041,10.201
26-Dec-12,16.062,13.7266,12.0937,15.2164,14.3268,11.1495,14.1885,13.6858,12.9308,10.216
27-Dec-12,16.0677,13.7323,12.0396,15.2221,14.3435,11.1078,14.1819,13.7029,12.9411,10.2196
28-Dec-12,16.0863,13.7509,12.1017,15.2354,14.3613,11.1529,14.2038,13.7252,12.9581,10.24
31-Dec-12,16.1298,13.7886,12.0992,15.2618,14.41,11.1534,14.2276,13.7693,12.991,10.2669
1-Jan-13,16.1982,13.8494,12.2145,15.2967,14.4939,11.2345,14.2548,13.8583,13.0524,10.3321
2-Jan-13,16.231,13.8751,12.28,15.3059,14.5045,11.314,14.2643,13.8719,13.0753,10.3426
3-Jan-13,16.2501,13.8987,12.3098,15.3132,14.5448,11.3442,14.275,13.9142,13.1028,10.368
4-Jan-13,16.2975,13.937,12.3252,15.3585,14.5734,11.3564,14.3062,13.941,13.1311,10.399
7-Jan-13,16.3317,13.9729,12.2714,15.3721,14.6223,11.3045,14.3074,13.9955,13.1629,10.4317
8-Jan-13,16.3261,13.9703,12.2963,15.3708,14.6325,11.3301,14.3345,14.001,13.166,10.4394
9-Jan-13,16.3226,13.96,12.2365,15.3792,14.6429,11.2731,14.3392,14.0136,13.1618,10.4418
10-Jan-13,16.3498,13.9803,12.228,15.4006,14.6773,11.2678,14.3544,14.0497,13.1784,10.4561
11-Jan-13,16.3935,14.0248,12.1965,15.4453,14.7064,11.235,14.3808,14.0805,13.2072,10.4726
12-Jan-13,16.397,14.0278,12.1965,15.4491,14.7097,11.235,14.3841,14.0836,13.21,10.4736
14-Jan-13,16.4607,14.0886,12.3445,15.4854,14.7963,11.3722,14.426,14.1678,13.2774,10.5227
15-Jan-13,16.4562,14.0853,12.4059,15.4649,14.7867,11.4333,14.399,14.1586,13.2751,10.5167
16-Jan-13,16.4067,14.0415,12.3072,15.4655,14.7231,11.3335,14.4188,14.0937,13.2342,10.4804
17-Jan-13,16.4163,14.0496,12.3699,15.437,14.7413,11.4009,14.4156,14.1124,13.2434,10.4965
18-Jan-13,16.4129,14.0376,12.4209,15.4622,14.7347,11.4461,14.4143,14.1081,13.2378,10.493
19-Jan-13,16.4165,14.0406,12.4209,15.466,14.7379,11.4461,14.4177,14.1112,13.2406,10.495
21-Jan-13,16.4422,14.0628,12.4672,15.4796,14.7319,11.479,14.428,14.1039,13.2535,10.4949
22-Jan-13,16.4343,14.0574,12.3889,15.4875,14.7263,11.4148,14.4367,14.0992,13.2499,10.4963
23-Jan-13,16.4205,14.0425,12.4066,15.4807,14.7077,11.4258,14.4113,14.0795,13.2356,10.4798
24-Jan-13,16.419,14.0448,12.3424,15.4914,14.7035,11.3727,14.4392,14.0736,13.2399,10.477
28-Jan-13,16.4501,14.0674,12.4544,15.4919,14.7339,11.4774,14.4396,14.1011,13.2597,10.4939
29-Jan-13,16.4562,14.0758,12.3983,15.512,14.7432,11.4316,14.4559,14.1146,13.2649,10.501
30-Jan-13,16.4115,14.0364,12.409,15.4766,14.7098,11.4491,14.43,14.0813,13.2343,10.4853
31-Jan-13,16.4044,14.0303,12.3591,15.4544,14.6928,11.403,14.4239,14.0655,13.2278,10.4588
1-Feb-13,16.39,14.0195,12.3073,15.4494,14.6971,11.3471,14.4076,14.0704,13.2183,10.4579
2-Feb-13,16.3935,14.0225,12.3073,15.4532,14.7004,11.3471,14.411,14.0734,13.2212,10.4602
4-Feb-13,16.374,14.0064,12.2797,15.4467,14.6785,11.3295,14.4049,14.0571,13.2105,10.4376
5-Feb-13,16.3726,14.0012,12.2336,15.449,14.6802,11.2859,14.4076,14.0555,13.2075,10.4381
6-Feb-13,16.3785,14.0073,12.2311,15.4624,14.6984,11.2898,14.4186,14.0693,13.2136,10.4489
7-Feb-13,16.4077,14.0336,12.1961,15.5009,14.7369,11.2549,14.4323,14.1112,13.2305,10.4764
8-Feb-13,16.4332,14.0684,12.1267,15.5135,14.7717,11.1815,14.4644,14.145,13.2626,10.5032
9-Feb-13,16.4368,14.0714,12.1267,15.5174,14.775,11.1815,14.4677,14.1481,13.2655,10.5054
11-Feb-13,16.436,14.0717,12.124,15.5212,14.7703,11.1795,14.4717,14.1428,13.2683,10.5067
12-Feb-13,16.4376,14.0686,12.1977,15.5238,14.7595,11.2399,14.469,14.131,13.2653,10.5014
13-Feb-13,16.4467,14.0794,12.2287,15.5244,14.7881,11.2695,14.4831,14.1568,13.227,10.5147
14-Feb-13,16.4499,14.091,12.1523,15.5092,14.8085,11.1988,14.4192,14.1755,13.2837,10.5185
15-Feb-13,16.4721,14.0866,12.1204,15.505,14.8096,11.1724,14.416,14.1783,13.2824,10.512
16-Feb-13,16.4757,14.1064,12.1204,15.5088,14.8128,11.1724,14.4194,14.1813,13.2911,10.5142
18-Feb-13,16.4799,14.1071,12.1298,15.5071,14.8153,11.1829,14.4149,14.1856,13.2874,10.5176
20-Feb-13,16.5037,14.1266,12.2282,15.5221,14.8411,11.276,14.4356,14.2095,13.3095,10.5339
21-Feb-13,16.4796,14.1066,12.0625,15.5179,14.8334,11.1167,14.4314,14.2022,13.2906,10.515
22-Feb-13,16.4925,14.1182,12.0593,15.5149,14.8472,11.1144,14.424,14.2153,13.3002,10.5238
23-Feb-13,16.496,14.1263,12.0593,15.526,14.8504,11.1144,14.4434,14.2185,13.3093,10.526
25-Feb-13,16.4921,14.121,12.0648,15.5234,14.8569,11.1146,14.4436,14.2247,13.3074,10.5267
26-Feb-13,16.4635,14.1003,11.8652,15.5171,14.839,10.9368,14.4419,14.2076,13.2842,10.4992
27-Feb-13,16.4747,14.1094,11.9383,15.5189,14.8439,11.0052,14.442,14.2118,13.2926,10.5084
28-Feb-13,16.4132,14.0587,11.7357,15.5054,14.7887,10.8176,14.4321,14.1541,13.2487,10.4621
1-Mar-13,16.4034,14.0429,11.8261,15.5076,14.764,10.8899,14.4156,14.1206,13.2281,10.4493
2-Mar-13,16.407,14.046,11.8261,15.5115,14.7673,10.8899,14.4191,14.1237,13.231,10.4515
4-Mar-13,16.4151,14.0561,11.7971,15.515,14.7847,10.8603,14.4354,14.1427,13.2463,10.4593
5-Mar-13,16.4434,14.0787,11.9628,15.5205,14.7947,11.0164,14.4403,14.1578,13.2664,10.4727
6-Mar-13,16.466,14.0985,12.0096,15.5491,14.8091,11.06,14.4638,14.1732,13.2778,10.4935
7-Mar-13,16.4898,14.1212,12.0988,15.5636,14.8147,11.1423,14.4786,14.1798,13.3097,10.508
8-Mar-13,16.5212,14.1454,12.266,15.5743,14.8292,11.2912,14.4831,14.192,13.3316,10.5255
9-Mar-13,16.5248,14.1442,12.266,15.5782,14.8325,11.2912,14.4865,14.1951,13.3344,10.5277
11-Mar-13,16.5295,14.1505,12.2603,15.5864,14.8325,11.2862,14.5038,14.1956,13.3394,10.5309
12-Mar-13,16.512,14.1344,12.203,15.5844,14.8101,11.2397,14.5076,14.1719,13.3218,10.517
13-Mar-13,16.4849,14.1129,12.0639,15.5857,14.803,11.1163,14.5097,14.1657,13.3082,10.5036
14-Mar-13,16.5372,14.1583,12.1737,15.63,14.8313,11.2214,14.5601,14.1916,13.3553,10.5406
15-Mar-13,16.5402,14.1621,12.0948,15.6691,14.8307,11.1489,14.5836,14.1895,13.3582,10.5426
16-Mar-13,16.5437,14.1652,12.0948,15.673,14.834,11.1489,14.5871,14.1927,13.361,10.5448
